Employee_ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany
11283,42,No,Non-Travel,Human Resources,7,PHD,Other,Female,Laboratory Technician,2,Single,31134,No,1,32,1,4
11284,23,No,Non-Travel,Research & Development,4,MS,Medical,Male,Laboratory Technician,2,Married,35442,No,3,14,3,17
11285,23,No,Non-Travel,Research & Development,28,MS,Medical,Male,Research Scientist,3,Married,1062,No,4,37,3,17
11286,44,No,Travel_Frequently,Research & Development,28,PHD,Life Sciences,Male,Laboratory Technician,1,Married,23896,No,4,23,4,19
11287,22,No,Travel_Frequently,Sales,9,BS,Life Sciences,Male,Human Resources,4,Single,25574,No,3,15,2,18
11288,44,No,Travel_Frequently,Sales,29,PHD,Human Resources,Male,Sales Executive,3,Divorced,39450,Yes,3,20,1,10
11289,34,No,Travel_Frequently,Human Resources,30,MS,Marketing,Female,Human Resources,2,Married,8126,No,2,1,4,10
11290,58,No,Travel_Frequently,Human Resources,9,PHD,Technical Degree,Female,Healthcare Representative,3,Divorced,3954,No,2,24,3,4
11291,28,No,Travel_Rarely,Sales,12,MS,Technical Degree,Male,Healthcare Representative,2,Divorced,17215,Yes,4,25,2,14
11292,33,No,Travel_Frequently,Sales,30,MS,Marketing,Male,Manufacturing Director,4,Married,31483,No,2,20,1,7
11293,52,No,Travel_Frequently,Research & Development,24,PHD,Other,Male,Laboratory Technician,1,Married,9780,No,2,9,4,15
11294,23,No,Travel_Frequently,Research & Development,28,MS,Other,Female,Laboratory Technician,4,Married,28884,No,1,27,4,6
11295,34,No,Travel_Frequently,Human Resources,17,MS,Medical,Male,Research Director,2,Divorced,29615,No,3,39,4,2
11296,33,No,Travel_Frequently,Sales,29,MS,Human Resources,Male,Sales Executive,4,Single,35949,Yes,2,20,2,0
11297,53,No,Travel_Frequently,Human Resources,21,PHD,Human Resources,Female,Manager,4,Divorced,5551,No,2,29,3,4
11298,39,No,Non-Travel,Human Resources,15,PHD,Other,Male,Manager,3,Married,8512,Yes,4,4,2,18
11299,44,No,Travel_Frequently,Research & Development,7,PHD,Other,Female,Laboratory Technician,4,Divorced,13876,Yes,3,10,4,19
11300,53,No,Travel_Rarely,Research & Development,11,PHD,Human Resources,Female,Manager,1,Married,25501,No,3,13,1,16
11301,55,No,Non-Travel,Sales,17,PHD,Medical,Male,Laboratory Technician,3,Divorced,6845,No,2,17,3,15
11302,49,No,Non-Travel,Sales,19,PHD,Technical Degree,Female,Laboratory Technician,4,Divorced,1093,No,1,34,3,11
11303,46,No,Non-Travel,Human Resources,8,PHD,Medical,Female,Research Scientist,3,Divorced,19194,Yes,3,6,3,14
11304,43,Yes,Travel_Frequently,Research & Development,27,PHD,Marketing,Male,Human Resources,4,Divorced,38710,No,2,21,3,2
11305,26,No,Non-Travel,Human Resources,11,MS,Medical,Male,Research Scientist,3,Divorced,27271,No,1,35,4,14
11306,34,No,Non-Travel,Research & Development,15,MS,Medical,Male,Research Director,1,Single,4701,Yes,1,9,1,12
11307,28,Yes,Non-Travel,Human Resources,9,MS,Technical Degree,Male,Research Scientist,1,Married,30903,No,2,27,1,4
11308,36,No,Travel_Rarely,Sales,2,PHD,Other,Male,Laboratory Technician,2,Married,37036,No,4,15,1,9
11309,40,No,Travel_Rarely,Sales,25,PHD,Life Sciences,Female,Healthcare Representative,2,Married,6105,No,2,21,2,0
11310,25,No,Travel_Rarely,Human Resources,19,MS,Other,Male,Laboratory Technician,2,Married,33908,No,2,19,1,1
11311,25,Yes,Travel_Rarely,Human Resources,26,MS,Other,Male,Sales Representative,4,Married,1757,No,3,40,4,18
11312,49,No,Travel_Rarely,Sales,22,PHD,Technical Degree,Male,Healthcare Representative,2,Single,2168,No,4,19,4,2
11313,24,No,Travel_Rarely,Research & Development,26,MS,Life Sciences,Female,Sales Representative,2,Married,3227,No,4,25,4,7
11314,39,No,Non-Travel,Research & Development,9,PHD,Technical Degree,Male,Healthcare Representative,2,Single,24420,No,3,24,2,1
11315,58,No,Non-Travel,Human Resources,21,PHD,Marketing,Male,Manager,3,Married,23560,No,2,32,3,7
11316,42,No,Travel_Frequently,Sales,20,PHD,Medical,Male,Sales Executive,3,Single,32902,No,4,15,2,0
11317,55,No,Travel_Frequently,Human Resources,18,PHD,Technical Degree,Female,Research Scientist,2,Divorced,34211,No,4,35,1,17
11318,51,Yes,Travel_Rarely,Human Resources,4,PHD,Technical Degree,Female,Sales Representative,1,Married,14683,No,1,32,4,19
11319,57,No,Non-Travel,Human Resources,9,PHD,Marketing,Female,Sales Executive,3,Single,36516,No,4,38,2,11
11320,48,No,Travel_Frequently,Research & Development,19,PHD,Marketing,Male,Human Resources,2,Divorced,17669,Yes,1,23,2,2
11321,24,No,Travel_Rarely,Human Resources,23,MS,Other,Male,Sales Executive,2,Married,32120,Yes,4,35,2,18
11322,50,No,Travel_Frequently,Sales,23,PHD,Medical,Male,Sales Executive,3,Divorced,37293,No,1,18,3,2
11323,58,No,Travel_Rarely,Research & Development,4,PHD,Technical Degree,Female,Sales Executive,4,Single,23894,No,4,25,4,20
11324,24,No,Travel_Rarely,Human Resources,1,MS,Technical Degree,Female,Human Resources,2,Divorced,37898,No,2,36,2,8
11325,46,No,Travel_Frequently,Human Resources,30,PHD,Life Sciences,Female,Sales Representative,1,Divorced,28720,No,1,29,4,19
11326,48,No,Travel_Frequently,Sales,27,PHD,Life Sciences,Female,Human Resources,4,Single,20018,Yes,4,8,3,11
11327,31,Yes,Non-Travel,Research & Development,30,MS,Other,Female,Human Resources,1,Married,23483,Yes,4,18,2,1
11328,27,No,Non-Travel,Research & Development,28,MS,Marketing,Female,Sales Executive,2,Married,22412,Yes,2,35,4,7
11329,45,No,Travel_Frequently,Human Resources,13,PHD,Marketing,Female,Manager,1,Married,23255,No,1,25,3,15
11330,60,No,Non-Travel,Human Resources,28,PHD,Other,Male,Manager,4,Single,32801,No,4,2,2,7
11331,46,No,Travel_Rarely,Sales,30,PHD,Marketing,Female,Manager,1,Single,28561,No,3,18,3,14
11332,60,Yes,Non-Travel,Human Resources,10,PHD,Technical Degree,Male,Laboratory Technician,3,Married,28147,No,4,40,3,7
11333,55,No,Non-Travel,Sales,6,PHD,Marketing,Female,Research Scientist,4,Single,15576,No,3,38,4,19
11334,57,No,Travel_Rarely,Research & Development,2,PHD,Technical Degree,Male,Research Director,4,Married,22782,No,2,30,2,11
11335,50,No,Travel_Frequently,Human Resources,15,PHD,Technical Degree,Female,Research Scientist,1,Single,20607,No,4,21,2,15
11336,54,No,Non-Travel,Research & Development,22,PHD,Medical,Male,Laboratory Technician,2,Married,36867,No,3,21,2,1
11337,18,No,Travel_Rarely,Human Resources,15,FSc,Medical,Male,Sales Representative,2,Divorced,36825,Yes,4,25,2,20
11338,58,No,Travel_Rarely,Research & Development,16,PHD,Life Sciences,Female,Sales Executive,3,Single,35822,No,3,37,1,9
11339,23,No,Travel_Frequently,Sales,17,MS,Medical,Male,Manufacturing Director,1,Married,24014,No,2,36,4,11
11340,21,No,Non-Travel,Research & Development,5,BS,Medical,Male,Manager,4,Single,8581,No,4,19,1,2
11341,51,Yes,Travel_Rarely,Sales,3,PHD,Technical Degree,Female,Manufacturing Director,3,Single,34731,Yes,2,27,1,2
11342,58,Yes,Travel_Rarely,Research & Development,9,PHD,Other,Female,Sales Executive,1,Married,29981,No,2,8,2,20
11343,60,Yes,Non-Travel,Research & Development,17,PHD,Life Sciences,Male,Research Scientist,3,Single,34895,No,2,16,1,7
11344,34,Yes,Non-Travel,Research & Development,26,MS,Life Sciences,Male,Healthcare Representative,4,Married,30526,No,1,19,4,9
11345,47,No,Travel_Rarely,Human Resources,12,PHD,Technical Degree,Female,Manager,2,Single,8199,No,1,2,2,5
11346,40,Yes,Travel_Rarely,Sales,15,PHD,Medical,Male,Laboratory Technician,2,Single,26477,No,1,8,4,15
11347,57,No,Non-Travel,Human Resources,28,PHD,Marketing,Female,Human Resources,4,Single,38136,No,4,29,1,19
11348,27,No,Travel_Rarely,Research & Development,20,MS,Other,Male,Sales Executive,3,Single,7414,No,2,24,2,15
11349,24,No,Travel_Rarely,Sales,27,MS,Life Sciences,Female,Human Resources,1,Divorced,27850,No,1,2,3,19
11350,35,No,Travel_Frequently,Sales,13,MS,Medical,Female,Manufacturing Director,3,Divorced,16747,No,3,14,2,1
11351,26,No,Travel_Frequently,Sales,28,MS,Other,Male,Healthcare Representative,2,Divorced,19631,Yes,1,33,4,13
11352,34,No,Travel_Rarely,Human Resources,12,MS,Technical Degree,Male,Human Resources,3,Single,13305,No,4,33,1,16
11353,24,Yes,Non-Travel,Sales,10,MS,Other,Male,Manager,1,Divorced,36816,No,1,28,2,4
11354,42,No,Travel_Rarely,Research & Development,17,PHD,Other,Female,Research Director,4,Single,38584,No,1,3,4,3
11355,27,No,Travel_Rarely,Human Resources,17,MS,Other,Female,Laboratory Technician,1,Single,28740,No,2,21,1,6
11356,24,No,Travel_Rarely,Sales,5,MS,Medical,Female,Research Director,3,Divorced,30267,No,4,26,2,4
11357,45,No,Non-Travel,Research & Development,14,PHD,Marketing,Female,Healthcare Representative,2,Married,25248,No,1,3,4,14
11358,28,No,Travel_Frequently,Human Resources,17,MS,Medical,Female,Research Scientist,4,Divorced,38181,Yes,2,33,3,12
11359,41,No,Travel_Rarely,Sales,27,PHD,Technical Degree,Female,Manufacturing Director,2,Single,34840,No,4,20,2,0
11360,22,No,Non-Travel,Sales,30,BS,Human Resources,Female,Healthcare Representative,4,Divorced,1419,No,2,33,4,12
11361,31,No,Travel_Frequently,Sales,10,MS,Other,Female,Research Scientist,1,Married,19245,No,1,26,4,11
11362,50,No,Non-Travel,Research & Development,15,PHD,Medical,Male,Manager,3,Single,9223,No,3,34,1,2
11363,44,No,Non-Travel,Human Resources,11,PHD,Marketing,Male,Healthcare Representative,4,Divorced,25041,Yes,4,15,2,13
11364,55,No,Travel_Frequently,Human Resources,22,PHD,Medical,Male,Sales Executive,3,Married,3020,Yes,4,10,2,20
11365,25,No,Travel_Rarely,Sales,7,MS,Technical Degree,Female,Sales Representative,3,Married,25091,No,4,14,3,19
11366,53,No,Non-Travel,Research & Development,4,PHD,Marketing,Male,Manager,4,Married,23517,No,2,22,3,1
11367,19,No,Non-Travel,Research & Development,15,FSc,Marketing,Female,Human Resources,2,Married,4345,No,4,25,3,5
11368,49,No,Travel_Rarely,Sales,17,PHD,Human Resources,Male,Manager,3,Single,9746,No,4,23,2,4
11369,60,No,Travel_Frequently,Sales,29,PHD,Life Sciences,Male,Sales Representative,1,Married,4875,No,1,9,3,12
11370,58,Yes,Non-Travel,Research & Development,2,PHD,Marketing,Male,Sales Executive,3,Married,19518,No,2,21,4,6
11371,41,No,Non-Travel,Sales,22,PHD,Marketing,Male,Sales Representative,3,Divorced,9576,Yes,3,3,2,10
11372,28,No,Travel_Rarely,Human Resources,13,MS,Marketing,Male,Manufacturing Director,1,Divorced,19322,No,4,22,4,6
11373,25,No,Travel_Rarely,Human Resources,27,MS,Life Sciences,Female,Laboratory Technician,1,Single,27655,No,2,5,1,8
11374,30,No,Travel_Rarely,Human Resources,28,MS,Technical Degree,Female,Healthcare Representative,3,Married,11540,No,3,4,1,19
11375,54,No,Travel_Frequently,Human Resources,24,PHD,Human Resources,Female,Research Director,3,Divorced,4316,Yes,4,12,1,4
11376,49,No,Travel_Frequently,Sales,28,PHD,Medical,Male,Research Director,2,Single,6051,Yes,4,29,3,2
11377,53,No,Travel_Frequently,Sales,2,PHD,Technical Degree,Female,Manufacturing Director,1,Married,9315,Yes,3,27,4,14
11378,55,No,Non-Travel,Sales,12,PHD,Human Resources,Female,Sales Representative,2,Married,21758,No,3,24,2,18
11379,30,Yes,Travel_Frequently,Human Resources,1,MS,Technical Degree,Female,Sales Representative,3,Married,37123,Yes,4,32,1,1
11380,27,No,Non-Travel,Human Resources,28,MS,Other,Male,Manager,2,Married,3491,No,1,17,1,20
11381,46,Yes,Travel_Frequently,Research & Development,25,PHD,Marketing,Male,Healthcare Representative,4,Married,5638,No,4,28,2,0
11382,51,No,Travel_Rarely,Sales,3,PHD,Other,Female,Manufacturing Director,4,Single,18672,No,4,33,2,5
11383,55,No,Travel_Frequently,Research & Development,27,PHD,Other,Female,Sales Representative,2,Single,39624,Yes,3,30,2,0
11384,35,No,Travel_Rarely,Research & Development,4,MS,Medical,Female,Sales Executive,2,Single,33193,No,1,2,3,19
11385,38,No,Travel_Frequently,Sales,24,PHD,Life Sciences,Male,Research Scientist,2,Married,25906,Yes,1,11,3,16
11386,23,No,Travel_Frequently,Human Resources,16,MS,Technical Degree,Male,Laboratory Technician,4,Single,10940,No,3,18,4,1
11387,42,No,Non-Travel,Human Resources,1,PHD,Medical,Female,Sales Representative,2,Married,22738,No,2,15,4,16
11388,46,No,Travel_Rarely,Human Resources,7,PHD,Human Resources,Female,Research Scientist,3,Single,6108,No,4,6,4,18
11389,29,No,Travel_Frequently,Human Resources,21,MS,Technical Degree,Female,Research Director,2,Single,18004,No,2,23,3,18
11390,49,No,Travel_Rarely,Research & Development,17,PHD,Medical,Male,Manager,3,Single,18641,No,1,25,4,13
11391,44,No,Non-Travel,Sales,6,PHD,Human Resources,Male,Manufacturing Director,1,Married,35639,Yes,2,17,1,7
11392,51,Yes,Travel_Frequently,Sales,26,PHD,Other,Female,Manager,3,Divorced,9601,No,2,9,2,16
11393,51,No,Non-Travel,Human Resources,25,PHD,Marketing,Female,Research Director,1,Divorced,33313,No,4,19,1,15
11394,39,No,Non-Travel,Human Resources,18,PHD,Other,Female,Human Resources,3,Married,1644,No,3,23,1,1
11395,53,No,Non-Travel,Research & Development,16,PHD,Other,Male,Human Resources,1,Divorced,19261,No,2,36,1,16
11396,20,No,Non-Travel,Research & Development,30,FSc,Other,Male,Manufacturing Director,4,Married,32005,No,2,15,1,0
11397,54,No,Non-Travel,Sales,26,PHD,Marketing,Male,Manager,3,Divorced,28011,Yes,1,34,1,10
11398,36,No,Travel_Rarely,Human Resources,6,PHD,Other,Male,Manufacturing Director,2,Married,25233,No,4,38,4,15
11399,35,No,Travel_Frequently,Research & Development,2,MS,Marketing,Male,Manufacturing Director,3,Single,21855,No,2,39,3,3
11400,34,No,Travel_Frequently,Sales,3,MS,Life Sciences,Female,Research Director,4,Single,30852,Yes,2,30,1,19
11401,57,No,Travel_Frequently,Research & Development,13,PHD,Human Resources,Male,Manufacturing Director,1,Divorced,21063,Yes,1,24,1,9
11402,39,Yes,Non-Travel,Sales,19,PHD,Technical Degree,Male,Healthcare Representative,4,Single,7393,No,3,20,3,12
11403,28,No,Travel_Rarely,Sales,26,MS,Marketing,Female,Sales Executive,2,Single,37811,Yes,1,36,2,3
11404,35,No,Non-Travel,Research & Development,3,MS,Marketing,Female,Research Scientist,2,Divorced,39855,Yes,3,38,4,19
11405,31,No,Travel_Rarely,Sales,2,MS,Life Sciences,Male,Human Resources,1,Single,31438,No,2,32,2,4
11406,38,No,Travel_Rarely,Research & Development,30,PHD,Marketing,Female,Healthcare Representative,4,Single,37260,Yes,4,13,4,12
11407,34,No,Travel_Rarely,Sales,13,MS,Marketing,Male,Human Resources,1,Single,31230,No,2,18,2,0
11408,39,Yes,Non-Travel,Human Resources,6,PHD,Medical,Female,Manager,4,Married,39417,No,4,29,4,18
11409,44,Yes,Travel_Rarely,Research & Development,12,PHD,Life Sciences,Male,Sales Representative,4,Single,17224,No,3,12,2,3
11410,55,No,Non-Travel,Human Resources,9,PHD,Medical,Male,Research Director,1,Married,14966,No,2,6,2,16
11411,37,No,Travel_Rarely,Research & Development,8,PHD,Technical Degree,Female,Research Director,4,Married,34507,No,1,19,4,5
11412,32,No,Non-Travel,Research & Development,19,MS,Medical,Female,Manufacturing Director,2,Single,1433,Yes,3,17,1,14
11413,37,No,Travel_Frequently,Sales,11,PHD,Human Resources,Male,Healthcare Representative,3,Single,29482,No,1,17,3,15
11414,20,No,Travel_Rarely,Research & Development,12,FSc,Life Sciences,Male,Laboratory Technician,2,Married,19325,No,4,10,2,17
11415,41,No,Travel_Frequently,Human Resources,22,PHD,Life Sciences,Female,Sales Representative,3,Single,17401,Yes,4,37,2,10
11416,38,No,Non-Travel,Human Resources,18,PHD,Marketing,Male,Research Director,2,Married,18438,No,2,8,2,2
11417,35,No,Travel_Frequently,Sales,11,MS,Technical Degree,Male,Healthcare Representative,2,Married,33930,No,1,17,4,16
11418,48,No,Travel_Rarely,Human Resources,14,PHD,Marketing,Female,Manager,4,Divorced,6527,No,4,15,3,4
11419,45,Yes,Travel_Rarely,Human Resources,10,PHD,Medical,Male,Manufacturing Director,4,Married,35870,No,4,2,4,3
11420,54,No,Non-Travel,Sales,14,PHD,Technical Degree,Female,Sales Representative,4,Married,27225,Yes,1,20,2,8
11421,30,No,Travel_Frequently,Research & Development,4,MS,Other,Female,Manufacturing Director,1,Single,32070,No,4,10,3,0
11422,24,No,Travel_Frequently,Human Resources,27,MS,Other,Female,Healthcare Representative,3,Single,36415,No,3,14,4,2
11423,22,Yes,Non-Travel,Sales,1,BS,Medical,Male,Research Scientist,3,Single,25659,No,1,16,1,13
11424,37,No,Travel_Rarely,Human Resources,10,PHD,Technical Degree,Female,Sales Representative,1,Single,11700,No,4,23,1,14
11425,41,Yes,Travel_Rarely,Research & Development,4,PHD,Human Resources,Female,Laboratory Technician,4,Divorced,38340,No,1,24,4,5
11426,35,Yes,Non-Travel,Research & Development,14,MS,Marketing,Female,Manufacturing Director,2,Single,31381,Yes,1,5,3,1
11427,36,No,Travel_Frequently,Research & Development,24,PHD,Life Sciences,Female,Sales Representative,4,Single,15001,No,3,33,2,9
11428,26,No,Travel_Frequently,Sales,11,MS,Life Sciences,Male,Laboratory Technician,4,Single,1767,Yes,2,32,2,19
11429,21,No,Non-Travel,Sales,27,BS,Human Resources,Male,Sales Representative,2,Single,31590,No,1,4,2,15
11430,47,No,Travel_Rarely,Sales,24,PHD,Other,Female,Laboratory Technician,3,Divorced,19394,No,2,30,4,13
11431,29,Yes,Travel_Frequently,Research & Development,2,MS,Technical Degree,Female,Manager,1,Single,38327,No,1,39,2,17
11432,49,No,Non-Travel,Sales,14,PHD,Medical,Male,Manager,4,Divorced,13638,No,1,15,3,5
11433,20,No,Travel_Rarely,Human Resources,15,FSc,Technical Degree,Female,Research Scientist,4,Married,22485,Yes,4,13,3,12
11434,26,No,Travel_Rarely,Research & Development,4,MS,Life Sciences,Male,Manager,1,Divorced,14210,No,2,12,2,12
11435,53,No,Travel_Rarely,Sales,30,PHD,Other,Female,Research Scientist,3,Married,32043,No,4,3,4,8
11436,21,No,Travel_Rarely,Human Resources,6,BS,Medical,Male,Human Resources,2,Single,3288,No,2,12,1,9
11437,44,No,Travel_Frequently,Human Resources,23,PHD,Life Sciences,Male,Laboratory Technician,3,Single,27612,No,2,15,3,14
11438,32,No,Travel_Frequently,Sales,9,MS,Life Sciences,Female,Human Resources,1,Single,17047,No,4,14,4,0
11439,34,No,Travel_Frequently,Sales,1,MS,Other,Female,Human Resources,4,Married,21777,No,4,24,4,9
11440,55,No,Travel_Frequently,Sales,17,PHD,Marketing,Male,Manufacturing Director,3,Single,24319,No,3,2,4,5
11441,47,No,Travel_Frequently,Research & Development,20,PHD,Marketing,Male,Laboratory Technician,1,Divorced,37558,Yes,2,6,3,13
11442,52,No,Travel_Frequently,Research & Development,23,PHD,Medical,Male,Healthcare Representative,1,Single,6193,No,1,21,1,9
11443,41,No,Travel_Rarely,Sales,5,PHD,Life Sciences,Female,Laboratory Technician,2,Divorced,31145,Yes,1,33,2,2
11444,48,No,Travel_Rarely,Sales,21,PHD,Other,Female,Healthcare Representative,2,Married,20903,Yes,2,23,2,4
11445,40,No,Non-Travel,Sales,24,PHD,Human Resources,Female,Sales Representative,4,Married,2934,No,1,5,4,12
11446,35,No,Travel_Frequently,Human Resources,14,MS,Medical,Male,Laboratory Technician,1,Married,13369,No,1,18,2,7
11447,31,No,Non-Travel,Sales,23,MS,Other,Female,Research Scientist,2,Divorced,20922,Yes,1,3,2,11
11448,18,No,Travel_Frequently,Sales,2,FSc,Technical Degree,Male,Manufacturing Director,3,Divorced,25887,No,4,13,4,6
11449,24,No,Non-Travel,Human Resources,10,MS,Other,Female,Sales Representative,2,Divorced,4210,Yes,4,26,4,9
11450,60,Yes,Non-Travel,Sales,16,PHD,Medical,Male,Research Director,3,Single,4236,No,4,28,2,7
11451,33,No,Travel_Rarely,Human Resources,22,MS,Marketing,Male,Sales Representative,3,Married,13807,Yes,2,27,3,0
11452,49,No,Travel_Rarely,Sales,9,PHD,Life Sciences,Female,Sales Representative,3,Married,8695,No,3,6,4,11
11453,28,No,Travel_Rarely,Research & Development,13,MS,Technical Degree,Female,Healthcare Representative,4,Single,16432,No,4,29,1,3
11454,47,No,Travel_Rarely,Human Resources,25,PHD,Other,Female,Sales Executive,2,Single,18074,No,1,23,4,7
11455,25,Yes,Non-Travel,Sales,21,MS,Technical Degree,Female,Manufacturing Director,4,Married,29194,No,1,36,1,13
11456,29,No,Travel_Frequently,Sales,16,MS,Other,Male,Laboratory Technician,3,Single,19417,Yes,3,7,3,3
11457,24,No,Travel_Rarely,Research & Development,23,MS,Human Resources,Male,Manager,4,Divorced,21972,Yes,1,29,1,10
11458,29,Yes,Travel_Rarely,Human Resources,2,MS,Marketing,Female,Manufacturing Director,3,Divorced,24071,No,3,12,2,5
11459,48,Yes,Travel_Rarely,Research & Development,10,PHD,Technical Degree,Male,Research Scientist,1,Single,24306,No,3,35,1,19
11460,23,No,Travel_Rarely,Research & Development,15,MS,Technical Degree,Male,Human Resources,2,Married,25579,No,2,12,4,9
11461,26,Yes,Non-Travel,Research & Development,24,MS,Marketing,Female,Research Scientist,1,Single,2917,Yes,2,5,3,7
11462,40,Yes,Non-Travel,Research & Development,16,PHD,Life Sciences,Male,Human Resources,4,Single,14729,No,3,14,4,5
11463,25,No,Travel_Frequently,Human Resources,2,MS,Other,Male,Human Resources,4,Divorced,36614,Yes,4,13,3,11
11464,18,No,Non-Travel,Sales,17,FSc,Technical Degree,Male,Human Resources,4,Married,17479,No,2,11,2,17
11465,42,Yes,Travel_Rarely,Research & Development,30,PHD,Life Sciences,Male,Sales Executive,1,Married,12180,No,3,20,3,19
11466,57,No,Travel_Rarely,Human Resources,20,PHD,Life Sciences,Male,Sales Representative,2,Married,10072,No,2,39,3,9
11467,21,No,Travel_Rarely,Human Resources,30,BS,Technical Degree,Female,Healthcare Representative,1,Divorced,2838,No,3,2,1,18
11468,51,No,Travel_Rarely,Research & Development,23,PHD,Marketing,Female,Manager,3,Married,29308,Yes,1,29,2,16
11469,37,Yes,Travel_Frequently,Sales,17,PHD,Medical,Female,Research Scientist,1,Divorced,39261,No,4,15,3,9
11470,29,No,Travel_Frequently,Sales,24,MS,Medical,Female,Research Director,1,Divorced,18929,No,1,38,3,11
11471,19,No,Non-Travel,Research & Development,24,FSc,Life Sciences,Male,Research Director,2,Married,18096,No,1,25,2,1
11472,27,No,Travel_Frequently,Human Resources,5,MS,Technical Degree,Female,Human Resources,2,Married,20434,Yes,1,2,2,7
11473,30,Yes,Travel_Frequently,Research & Development,30,MS,Marketing,Male,Manager,2,Married,38996,No,1,9,3,18
11474,51,No,Travel_Rarely,Sales,22,PHD,Human Resources,Female,Research Scientist,4,Married,10121,No,2,26,3,4
11475,18,No,Non-Travel,Sales,19,FSc,Other,Male,Research Scientist,2,Married,33584,Yes,3,38,2,11
11476,55,No,Non-Travel,Sales,22,PHD,Human Resources,Male,Research Director,2,Divorced,39676,No,2,28,2,5
11477,20,No,Travel_Frequently,Research & Development,19,FSc,Other,Male,Sales Representative,1,Divorced,39265,Yes,2,37,2,19
11478,54,No,Travel_Frequently,Sales,22,PHD,Other,Female,Research Director,1,Single,16873,No,3,10,3,1
11479,20,No,Non-Travel,Sales,16,FSc,Life Sciences,Male,Manager,3,Single,16629,No,2,21,2,0
11480,42,Yes,Travel_Frequently,Research & Development,2,PHD,Technical Degree,Female,Research Scientist,4,Single,21272,No,4,8,4,6
11481,46,No,Non-Travel,Human Resources,29,PHD,Other,Female,Laboratory Technician,1,Single,37633,Yes,2,25,2,8
11482,43,No,Travel_Rarely,Sales,22,PHD,Medical,Female,Manager,1,Divorced,11636,No,1,40,1,4
11483,47,No,Non-Travel,Sales,16,PHD,Life Sciences,Female,Manager,4,Single,36293,Yes,4,18,4,11
11484,46,Yes,Non-Travel,Sales,30,PHD,Life Sciences,Female,Sales Executive,1,Married,38892,No,4,39,2,12
11485,36,No,Travel_Rarely,Human Resources,8,PHD,Other,Male,Sales Representative,4,Divorced,22908,No,2,24,4,18
11486,58,No,Travel_Frequently,Human Resources,2,PHD,Medical,Female,Research Scientist,3,Divorced,19316,No,3,33,1,16
11487,33,No,Non-Travel,Sales,28,MS,Life Sciences,Female,Human Resources,3,Single,14852,Yes,4,19,3,3
11488,60,No,Travel_Rarely,Research & Development,19,PHD,Human Resources,Female,Manufacturing Director,1,Single,21824,No,2,6,3,3
11489,47,No,Travel_Rarely,Research & Development,15,PHD,Human Resources,Female,Manager,4,Divorced,38840,No,4,14,3,1
11490,43,No,Travel_Frequently,Human Resources,30,PHD,Marketing,Male,Research Scientist,1,Single,11177,No,1,6,4,1
11491,42,No,Travel_Frequently,Research & Development,29,PHD,Medical,Male,Sales Executive,4,Married,16834,No,4,15,3,18
11492,40,No,Travel_Rarely,Human Resources,15,PHD,Marketing,Male,Laboratory Technician,3,Married,30175,No,3,7,3,7
11493,55,No,Travel_Frequently,Sales,9,PHD,Other,Female,Sales Executive,4,Married,32579,No,4,27,2,0
11494,29,Yes,Travel_Rarely,Human Resources,30,MS,Medical,Female,Manager,1,Married,21914,No,3,4,3,2
11495,47,No,Travel_Rarely,Sales,18,PHD,Other,Female,Laboratory Technician,2,Single,38126,No,1,7,3,13
11496,55,Yes,Travel_Rarely,Sales,4,PHD,Medical,Male,Research Scientist,2,Married,22414,No,3,25,3,19
11497,59,No,Travel_Frequently,Research & Development,1,PHD,Human Resources,Male,Laboratory Technician,2,Married,1028,No,2,12,2,19
11498,52,No,Travel_Rarely,Research & Development,3,PHD,Medical,Female,Research Scientist,1,Married,9079,No,3,27,3,1
11499,35,No,Travel_Frequently,Human Resources,19,MS,Technical Degree,Male,Manufacturing Director,4,Single,23943,No,3,14,3,8
11500,25,No,Travel_Rarely,Human Resources,4,MS,Medical,Male,Manager,2,Divorced,15247,No,1,23,3,4
11501,47,No,Travel_Frequently,Sales,16,PHD,Marketing,Male,Research Director,3,Married,37797,No,4,5,1,20
11502,18,No,Travel_Rarely,Research & Development,30,FSc,Medical,Female,Sales Representative,4,Single,34200,No,2,4,1,14
11503,45,No,Travel_Frequently,Sales,8,PHD,Human Resources,Female,Research Director,4,Single,15416,No,2,34,4,16
11504,23,No,Travel_Rarely,Sales,30,MS,Marketing,Male,Sales Representative,3,Married,26686,Yes,2,21,4,17
11505,30,No,Travel_Rarely,Human Resources,5,MS,Marketing,Male,Healthcare Representative,1,Divorced,3002,No,1,24,2,2
11506,22,No,Travel_Rarely,Research & Development,9,BS,Medical,Male,Manufacturing Director,3,Divorced,15390,No,3,23,1,18
11507,39,No,Travel_Frequently,Human Resources,20,PHD,Other,Female,Sales Executive,3,Single,14674,No,2,24,2,20
11508,57,No,Non-Travel,Human Resources,20,PHD,Other,Female,Human Resources,3,Married,34052,No,1,14,3,7
11509,35,Yes,Travel_Frequently,Sales,11,MS,Other,Female,Sales Executive,3,Married,36218,Yes,2,12,1,8
11510,33,Yes,Travel_Frequently,Research & Development,30,MS,Medical,Female,Research Director,1,Divorced,2628,Yes,2,24,3,19
